ref_id_side,route,count
959564860R,1201,1
962065081L,4201,1
985060170L,4202,10
985060170R,4202,8
985060171L,4F1A,1
985060224L,4202,3
985060224R,4202,4
985060225R,4202,1
985060254R,3203,9
985060255L,3203,17
985060255R,3203,21
985060256L,3203,5
985060256R,3203,12
988618470R,2203,11
988618471R,2203,2
988618472R,2203,3
988618473R,2203,8
988619321L,1203,4
988619322R,5203,2
988619326L,2201,3
988619326R,2201,3
988619327L,2201,3
988619327R,2201,1
988623179L,4203,1
988623181L,4203,5
988623182L,4203,10
988623183L,4203,1
988623183R,4203,1
988623184L,4203,6
988623185L,4203,8
988623185R,4203,3
988623187L,4203,2
988623189L,4203,1
989809244R,3201,3
989809245R,3201,1
989942891L,4202,2
989942893L,4202,6
989942894L,4202,3
989942896L,4201,10
989942906L,4202,1
989942907L,4202,1
