ref_id_side,route,count
946750973L,502X,1
947238945L,304X,4
947238945R,304X,4
947381800L,202X,2
947381813L,202X,9
947381813R,202X,10
947381814L,202X,4
947381814R,202X,4
947381815L,202X,1
947381815R,202X,1
947381817L,505X,8
947381817R,505X,10
947386349L,204X,2
947386349R,204X,5
947386350L,204X,1
947386350R,204X,1
947386351L,105X,1
947386353L,205X,2
947386353R,205X,3
947386354L,205X,10
947386354R,205X,8
947386355L,204X,5
947386355R,204X,4
947386356L,204X,2
947386357L,205X,1
947386358L,205X,1
947386359L,204X,2
947386360L,204X,2
947386360R,204X,1
947386363L,205X,4
947386364L,205X,5
947386366L,205X,1
947386366R,205X,4
947386371L,203X,6
947386371R,204X,4
947386372R,203X,3
947406147L,104X,2
947406148L,104X,7
947406149L,203X,2
947406151R,104X,1
947406152L,104X,3
947406152R,104X,1
947406155L,103X,1
947406156L,103X,2
947411925L,303X,1
947411927L,503X,1
947411928L,405X,2
947411928R,405X,10
947411931L,405X,1
947411931R,405X,1
947413051L,503X,3
947413051R,503X,2
947413052L,503X,3
947413054R,503X,1
947413056L,503X,3
947413056R,503X,1
947413061R,503X,1
947415324L,503X,1
947415326L,205X,5
947416432L,203X,5
947418110R,302X,2
947418120R,303X,4
947418123L,103X,4
947418123R,103X,4
947499401L,103X,1
947499401R,103X,3
947507865L,104X,2
947507865R,104X,4
947507866R,104X,1
947507867R,402X,2
947507870L,104X,8
947507870R,104X,1
947509085L,103X,5
947509086R,103X,7
947509093R,103X,2
947509094L,103X,2
947509094R,103X,4
947513386R,305X,4
947513387R,305X,2
947513398L,404X,5
947513409L,203X,1
947513410R,305X,3
947513411R,305X,2
947521442L,202X,5
947521442R,202X,3
947521443L,202X,10
947521443R,202X,8
947534699L,105X,3
947534700L,105X,1
947534703L,105X,1
947534704L,105X,1
947534705L,204X,6
947534705R,205X,6
947534706L,204X,4
947534706R,205X,4
948447635L,403X,3
948453700L,301X,1
948455330R,402X,10
948477148L,502X,2
948477162L,504X,7
948477162R,502X,5
948477163L,504X,1
948477163R,502X,2
948477176L,504X,2
948477177L,504X,2
948477181R,502X,1
948477951L,504X,6
948477951R,504X,5
948477952L,504X,2
948477952R,504X,2
948477959L,504X,1
948477959R,504X,2
948477960L,504X,4
948477960R,504X,4
948477961R,205X,3
948477962R,205X,2
948489514L,304X,2
948489515L,304X,2
948489515R,304X,1
948489516L,302X,2
948489516R,302X,1
948489518L,304X,3
948489518R,304X,3
948489519L,304X,1
948489519R,304X,2
948489520L,304X,4
948489520R,302X,6
948489521L,304X,4
948489521R,302X,4
948491509L,305X,5
948491509R,305X,7
948491510L,305X,2
948491515L,305X,1
948491515R,305X,9
948491516L,305X,3
948491516R,305X,8
948492326L,204X,6
948492326R,204X,5
948492327L,204X,1
948492327R,204X,1
948492328L,202X,5
948492328R,204X,4
948492329R,202X,1
948492330R,204X,3
948492331L,204X,1
948492331R,204X,3
948495910R,104X,1
948495911R,104X,3
948499458L,104X,5
948499458R,104X,5
948499459L,104X,3
948499459R,104X,3
949995785R,203X,1
949995786R,203X,1
950105994L,103X,1
950105994R,103X,3
950105995R,103X,1
954389112R,502X,1
954390778L,504X,1
954390778R,502X,1
954390780L,504X,2
954390780R,504X,5
954889464L,403X,7
954889464R,403X,3
955283810L,403X,4
955283811L,402X,3
955283814L,401X,5
955283814R,401X,5
955283817L,403X,1
955283817R,403X,3
956713134L,502X,3
957186587L,502X,1
957186588L,502X,1
957186588R,502X,1
957186589L,502X,1
957186589R,502X,1
957186590L,502X,1
957186590R,502X,1
957186591L,502X,2
957186591R,502X,1
957186592L,502X,3
957186593L,502X,1
957186593R,502X,1
957186595L,502X,1
957186595R,502X,1
957186596L,502X,1
957186596R,502X,1
957186597R,502X,2
957186598L,502X,1
957186598R,502X,2
957186599L,502X,1
957186599R,502X,1
957186600L,502X,1
957186600R,502X,1
957189758L,502X,1
957189758R,502X,1
957189759R,502X,1
958146256L,303X,1
958377779L,305X,10
958377779R,305X,9
958377780L,305X,5
958377780R,305X,4
958377787L,305X,5
958377787R,305X,4
958377788L,305X,4
958377788R,305X,3
958594576L,303X,6
962065081L,402X,1
985060170L,404X,10
985060170R,404X,8
985060171L,404X,1
985060224L,403X,3
985060224R,403X,4
985060225R,403X,1
985060254R,303X,9
985060255L,303X,17
985060255R,303X,21
985060256L,303X,5
985060256R,303X,12
988618470R,202X,12
988618471R,202X,3
988618472R,202X,3
988618473R,202X,8
988619321L,104X,4
988619322R,502X,2
988619326L,204X,3
988619326R,204X,3
988619327L,204X,3
988619327R,204X,1
988623178L,405X,1
988623179L,405X,2
988623180L,405X,1
988623181L,405X,5
988623182L,405X,11
988623183L,405X,1
988623183R,405X,1
988623184L,405X,6
988623185L,405X,8
988623185R,405X,3
988623187L,405X,2
988623189L,405X,1
988623339L,205X,1
988690199R,503X,6
988690200R,503X,2
989809244L,305X,1
989809244R,305X,3
989942891L,403X,1
989942893L,403X,6
989942894L,402X,3
989942896L,402X,10
989942906L,402X,1
989942907L,402X,1
