ref_id_side,route,count
802495434R,4F2A,2
802495435L,4F2A,1
802495435R,4F2A,1
802495436L,4F2A,1
802495436R,4F2A,2
802495438L,4F2A,2
802495438R,4F2A,2
802495439L,4F2A,1
802495439R,4F2A,2
802495440L,4F2A,2
802495440R,4F2A,2
802495441L,4F2A,3
802495441R,4F2A,3
802495442L,4F2A,3
802495442R,4F2A,1
802495443L,4F2A,2
802495443R,4F2A,3
802495444L,4F2A,1
802495444R,4F2A,2
802495446L,4F2A,1
802495446R,4F2A,2
806766643R,1F3A,2
806766644L,1F3A,10
806766644R,1F3A,13
806766646L,1F3A,13
806766646R,1F3A,12
813435507L,3F3B,1
814210926L,3F1A,3
814210926R,3F1A,4
814210927R,3F1A,2
814210928L,3F1A,7
814210928R,3F1A,9
814210929L,3F1A,7
814210929R,3F1A,10
814210930L,3F1A,2
814210931L,3F1A,7
814210931R,3F1A,4
814210933R,3F1A,1
814210934L,3F1A,5
814210934R,3F1A,5
814210935L,3F1A,12
814210935R,3F1A,8
814210936R,3F1A,5
814210937L,3F1A,4
814210937R,3F1A,3
814210938L,3F1A,2
814210938R,3F1A,7
820337998L,5F1A,1
820338000L,5F1A,4
820338002R,5F1A,10
820338004L,5F1A,2
820338005R,5F1A,1
820338006L,5F1A,10
820338006R,5F1A,9
820338007L,5F1A,9
820338008L,5F1A,9
820338012R,5F1A,6
820338013R,5F1A,15
820338019L,5F1A,1
820338019R,5F1A,2
820338020R,5F1A,3
820338022L,5F1A,6
820338023L,5F1A,9
820338023R,5F1A,7
820338026L,5F1A,1
820338026R,5F1A,1
820338027L,5F1A,17
820338027R,5F1A,14
820338028L,5F1A,2
820338028R,5F1A,4
820833561L,1F1B,1
820833561R,1F1B,1
820833566L,1F1B,1
820833569R,1F3B,1
820833571L,1F3B,2
820836501L,1F1B,9
820879995R,3F3A,3
820884477L,4F3A,4
820884477R,4F1A,9
821240591L,1F1B,4
821240593L,1F1B,2
821240594L,1F1B,1
821240601L,2F1A,2
821240766L,2F1A,1
821299560L,1F1B,1
821377106L,1F3A,3
822402835L,4F2B,2
822402836L,4F2B,1
826442505L,4F3A,2
826442505R,4F3A,6
826442506L,4F3A,4
826442506R,4F3A,9
826442508R,4F3A,5
826442509R,4F3A,4
826443097L,4F3A,5
826443098L,4F3A,5
826443100L,4F3A,5
833362443L,4F1B,2
833363743L,1F3A,1
833672651L,3F3A,2
833672653L,3F3A,4
833672654R,3F3A,2
833672656L,3F3A,1
833672657L,3F3A,2
833675221R,5F3B,2
833677812R,2F3A,11
833677862R,5F3A,2
833678735L,1F3B,3
833678736L,1F3B,3
833962466R,2F1A,4
834052932L,1F3B,1
834211712R,4F2A,2
836262054L,5F2A,3
836262055L,5F2A,2
836262061R,5F2A,3
836262088L,5F2A,2
836262088R,5F2A,3
836262091R,5F2A,3
836262092L,5F2A,1
836262092R,5F2A,1
836262109L,5F2A,3
836262109R,5F2A,8
836262110R,5F2A,3
836262114L,5F2A,9
836262114R,5F2A,7
836262119L,5F2A,2
836262119R,5F2A,3
836262120L,5F2A,1
836266651L,4F3A,1
841473162L,3F3B,2
841473164L,3F3B,10
841473166L,3F1A,2
851224382L,1F3B,3
851224383L,1F3B,1
851224383R,1F3B,2
851224384L,1F3B,6
851224384R,1F3B,8
851224385L,3F3B,2
851224400L,1F2B,2
851224400R,1F2B,2
851224401L,1F2B,7
851224401R,1F2B,5
851224402L,1F2B,2
851224402R,1F2B,1
851224403L,3F3A,11
851224403R,3F3A,9
851224408L,3F3B,1
851224408R,3F3B,2
851224409L,3F3B,4
851224410L,3F3B,3
851224410R,3F3B,4
851224411L,3F3B,4
851224420L,3F3B,8
851224420R,3F3B,7
851224421L,3F3B,2
851224421R,3F1A,29
851224423R,3F3B,2
851224424L,3F3B,1
851224427R,3F3B,3
851224430L,3F3B,2
851224430R,3F3B,2
851225978L,4F1A,2
851225978R,4F1A,2
851226003L,1F3A,2
851226003R,1F3A,2
851226004L,1F3A,1
851226005L,1F3A,1
851226007L,5F2A,5
851226007R,5F2A,3
851226008R,5F2A,138
851226023L,4F1A,2
851226023R,4F1A,15
851233653L,2F2A,1
851233653R,2F2A,3
851233654L,2F1A,1
851233654R,2F2A,3
851233655L,2F1A,1
851233655R,2F2A,1
883620815R,1F3B,2
884137966L,1F2B,5
884138820R,1F2B,1
884138822L,1F2B,1
884138827L,1F2B,7
884138828L,1F2B,5
884138833R,1F2B,1
884141071L,1F2B,8
884141072L,1F2B,3
887932285L,4F3A,4
887959578L,1F1B,3
887959581L,1F1B,1
887959584L,1F1B,2
887959584R,1F1B,2
887964570L,3F1A,5
887964570R,3F3A,5
887964571L,3F1A,6
887964571R,3F3A,5
887964572L,3F1A,2
887964572R,3F1A,4
887964573L,3F1A,10
887964573R,3F1A,7
887965202R,1F1B,2
887965203R,1F1B,1
887967237L,2F1A,2
888047959R,2F1A,1
893965445R,1F3A,1
893965446R,1F3A,2
910669165R,3F1A,4
910669166L,3F3B,1
910669166R,3F1A,1
915251533L,5F3B,2
915251536L,5F1B,1
915251536R,5F1B,1
915251538L,5F1B,1
915251538R,5F1B,7
915251539L,5F1B,1
915251539R,5F1B,3
915251540L,5F1B,4
915251540R,5F1B,4
915251541L,5F1B,4
915251543L,5F1B,3
915251543R,5F1B,1
915251545L,5F1B,4
915251545R,5F1B,2
925816705L,4F3B,2
925816707L,4F3B,6
925816707R,4F3B,3
925816709L,4F3B,3
925816709R,4F3B,5
925816710L,4F3B,5
925816710R,4F3B,5
926060229L,3F1B,1
926060229R,3F1B,6
926060230L,3F1B,11
926060230R,3F1B,6
926060729L,3F1B,3
926060730L,3F1B,5
926061219L,3F3A,5
926061219R,3F3A,2
926061220L,3F3A,13
926061220R,3F3A,8
926061252L,3F3A,2
926061253L,3F3A,4
926063097L,3F1B,2
926063097R,3F1B,1
926063098L,3F1B,3
926063098R,3F1B,1
926130459L,4F1B,2
926130459R,4F1B,2
926130460L,4F1B,7
926130460R,4F1B,5
926130461L,4F1B,13
926130461R,4F1B,15
926711553R,5F2A,2
926711554L,5F2A,11
926711554R,5F2A,16
928065203L,2F1B,4
928065203R,2F1B,2
928065204L,2F1B,5
928065204R,2F1B,4
928065207L,2F3B,2
928065207R,2F3B,3
928065208L,2F3B,3
928065208R,2F3B,3
928066715L,5F3B,4
928066715R,5F3B,4
928066717L,5F3B,12
928066717R,5F3B,12
928066718R,5F1B,1
928066719L,5F3B,1
928066719R,5F1B,1
928066720R,5F3B,2
928066721L,5F3B,3
928066721R,5F3B,5
928066722L,5F3B,2
928066722R,5F3B,2
928066723L,5F1B,1
928066724L,5F1B,4
928066724R,5F1B,5
928067622L,5F3B,4
928067622R,5F3B,6
928067623L,5F3B,1
928067623R,5F3B,4
929724182L,2F1A,6
929724188L,2F1A,2
941430544L,5F1B,1
941430544R,5F1B,2
941430545L,5F1B,4
941430545R,5F1B,5
946022875L,3F3B,1
946022878L,3F1A,1
946022878R,3F1A,4
946022888L,3F3B,1
946022898R,3F1A,1
946033876R,4F3B,1
946127370L,1F3B,4
946127376R,3F1B,2
946127377L,3F1B,5
946127379L,3F1B,4
946127379R,3F1B,4
946127380L,3F1B,5
946127380R,3F1B,7
946127383L,1F3B,3
946127385L,1F3B,1
946127386L,1F3B,1
946127387L,3F1B,1
946127390L,3F1B,15
946127390R,3F1B,18
946136481R,4F3A,1
946136495L,3F1B,4
946136495R,3F1B,3
946136509R,4F1A,1
946136511R,3F1B,2
946136512R,3F1B,2
946136516R,1F2B,2
946136530L,3F1B,2
946136530R,3F1B,2
946136533R,3F3B,1
946136538R,3F1B,1
946136539L,3F1B,3
946136539R,3F1B,4
946147716R,4F3A,5
946147717R,4F3A,3
946147718R,4F3A,1
946147719R,4F3A,1
946147723R,4F3A,1
946147724R,4F3A,2
946147727L,4F1A,18
946147727R,4F1A,4
946147728L,4F1A,5
946147728R,4F1A,6
946147729L,4F3A,1
946147730R,4F3A,1
946147736R,4F3A,2
946155072L,4F2A,1
946155073L,4F2A,3
946750972L,5F1B,1
946750973L,5F1B,1
947238945L,3F1B,4
947238945R,3F1B,4
947381813L,2F1B,9
947381813R,2F1B,10
947381814L,2F1B,4
947381814R,2F1B,4
947381815L,2F1B,1
947381815R,2F1B,1
947381817L,5F3A,8
947381817R,5F3A,10
947386349L,2F3B,2
947386349R,2F3A,5
947386350L,2F3B,1
947386350R,2F3A,1
947386351L,1F1A,1
947386353L,2F2A,2
947386353R,2F2A,3
947386354L,2F2A,8
947386354R,2F2A,7
947386355L,2F3B,5
947386355R,2F3B,4
947386356L,2F3B,2
947386357L,2F2A,1
947386358L,2F2A,1
947386359L,2F3B,2
947386360L,2F3B,2
947386360R,2F3B,1
947386363L,2F3A,4
947386364L,2F3A,5
947386366L,2F2A,1
947386366R,2F2A,4
947386371L,2F3A,6
947386371R,2F3A,4
947386372R,2F3A,3
947406145R,2F1A,1
947406147L,1F1B,1
947406148L,1F1B,6
947406149L,2F1A,2
947406151R,1F1B,1
947406152L,1F1B,3
947406152R,1F1B,1
947406155L,1F1B,1
947406156L,1F1B,2
947411928L,4F2B,1
947411928R,4F1B,10
947411931L,4F2B,1
947411931R,4F1B,1
947413051L,5F2A,3
947413051R,5F2A,2
947413052L,5F2A,3
947413054R,5F2A,1
947413056L,5F2A,3
947413056R,5F2A,1
947413061R,5F2A,1
947415326L,2F2A,5
947416432L,2F1A,5
947418110R,3F3B,1
947418120R,3F3B,4
947418123L,1F3B,4
947418123R,1F3B,4
947499401L,1F3B,1
947499401R,1F1B,2
947507865L,1F3B,2
947507865R,1F3B,3
947507866R,1F3B,1
947507867R,4F3A,2
947507870L,1F3B,7
947507870R,1F3B,1
947509085L,1F3B,5
947509086R,1F3B,7
947509093R,1F3B,2
947509094L,1F3B,2
947509094R,1F3B,4
947513386R,3F3A,4
947513387R,3F3A,1
947513410R,3F3A,3
947513411R,3F3A,2
947521442L,2F1B,5
947521442R,2F1B,3
947521443L,2F1B,10
947521443R,2F1B,8
947534699L,1F1A,3
947534700L,1F1A,1
947534703L,1F1A,1
947534704L,1F1A,1
947534705L,2F2A,6
947534705R,2F2A,6
947534706L,2F2A,4
947534706R,2F2A,4
948447635L,4F3B,3
948455330R,4F1A,10
948477148L,5F1B,2
948477162L,5F3B,7
948477162R,5F1B,5
948477163L,5F3B,1
948477163R,5F1B,2
948477176L,5F3A,2
948477177L,5F3A,2
948477181R,5F3B,1
948477951L,5F3A,6
948477951R,5F3A,5
948477952L,5F3A,2
948477952R,5F3A,2
948477959L,5F3A,1
948477959R,5F3A,2
948477960L,5F3A,4
948477960R,5F3A,4
948477961R,2F3A,3
948477962R,2F3A,2
948489514L,3F1B,2
948489515L,3F1B,2
948489515R,3F3B,1
948489516L,3F1A,2
948489516R,3F1A,1
948489518L,3F1B,3
948489518R,3F1B,3
948489519L,3F1B,1
948489519R,3F1B,2
948489520L,3F3B,4
948489520R,3F3B,7
948489521L,3F3B,4
948489521R,3F3B,4
948491509L,3F3A,5
948491509R,3F3A,7
948491510L,3F3A,2
948491515R,3F3A,8
948491516L,3F3A,3
948491516R,3F3A,8
948492326L,2F3B,6
948492326R,2F3B,5
948492327L,2F3B,1
948492327R,2F3B,1
948492328L,2F3B,5
948492328R,2F3B,4
948492329R,2F3B,1
948492330R,2F3B,3
948492331L,2F3B,1
948492331R,2F3B,3
948495910R,1F3A,1
948495911R,1F3A,3
948499458L,1F3A,5
948499458R,1F3A,5
948499459L,1F3A,3
948499459R,1F3A,3
949995786R,2F1A,1
950105994L,1F1B,1
950105994R,1F1B,3
950105995R,1F1B,1
954389112R,5F3B,1
954390778L,5F3B,1
954390778R,5F3B,1
954390780L,5F3B,4
954390780R,5F3B,5
954889464L,4F3A,7
954889464R,4F3A,3
955283810L,4F3A,4
955283811L,4F1A,3
955283814L,4F2A,5
955283814R,4F2A,5
955283817L,4F3A,1
955283817R,4F3A,3
956713134L,5F1B,3
957186587L,5F3B,2
957186588L,5F3B,1
957186588R,5F3B,1
957186589L,5F3B,1
957186589R,5F3B,1
957186590L,5F3B,1
957186590R,5F3B,1
957186591L,5F3B,2
957186591R,5F3B,1
957186592L,5F3B,3
957186593L,5F3B,1
957186593R,5F3B,1
957186595L,5F3B,1
957186595R,5F3B,1
957186596L,5F3B,1
957186596R,5F3B,1
957186597R,5F3B,2
957186598L,5F3B,1
957186598R,5F3B,2
957186599L,5F3B,1
957186599R,5F3B,1
957186600L,5F3B,1
957186600R,5F3B,1
957189758L,5F3B,1
957189758R,5F3B,1
957189759R,5F3B,1
958146256L,3F3B,1
958377779L,3F3A,10
958377779R,3F3A,10
958377780L,3F3A,5
958377780R,3F3A,4
958377787L,3F3A,5
958377787R,3F3A,4
958377788L,3F3A,4
958377788R,3F3A,3
958594576L,3F3B,6
962065081L,4F1A,1
985060170L,4F1A,10
985060170R,4F1A,8
985060171L,4F1A,1
985060224L,4F3B,3
985060224R,4F3B,4
985060225R,4F3B,1
985060254R,3F1A,9
985060255L,3F1A,17
985060255R,3F1A,21
985060256L,3F1A,5
985060256R,3F1A,12
988618470R,2F1B,12
988618471R,2F1B,3
988618472R,2F1B,3
988618473R,2F1B,8
988619321L,1F3A,4
988619322R,5F1B,2
988619326L,2F3B,3
988619326R,2F3A,3
988619327L,2F3B,3
988619327R,2F3A,1
988623179L,4F2B,2
988623180L,4F2B,1
988623181L,4F2B,5
988623182L,4F2B,11
988623183L,4F2B,1
988623183R,4F2B,1
988623184L,4F2B,6
988623185L,4F2B,8
988623185R,4F2B,3
988623187L,4F2B,2
988623189L,4F2B,1
988690199R,5F1A,6
988690200R,5F1A,2
989809244L,3F3A,1
989809244R,3F3A,3
989942891L,4F3A,2
989942893L,4F3A,7
989942894L,4F3A,3
989942896L,4F3A,10
989942906L,4F3A,1
989942907L,4F3A,1
